Qubit,T1,T2,Frequency (GHz),Anharmonicity (GHz),assigment_error,prob01,prob10,Readout length (ns),id,rz,sx,x,ecr,time,Operational
22,385.7240936,260.6576591,4.668485116,-0.313316632,0.0403,0.0442,0.0364,1216,0.000607949,0,0.000607949,0.000607949,0.061775789,533.33,TRUE
23,21.66962603,12.87699139,4.758093725,-0.311738561,0.0167,0.0254,0.008,1216,0.001498593,0,0.001498593,0.001498593,0.033233788,533.33,TRUE
24,312.6959676,21.07712503,4.611448455,-0.313549826,0.0186,0.0118,0.0254,1216,0.000933488,0,0.000933488,0.000933488,0,533.33,TRUE
25,133.8107303,259.7703125,4.73164527,-0.312255084,0.0229,0.0256,0.0202,1216,0.000163449,0,0.000163449,0.000163449,0.010707256,533.33,TRUE
26,314.1867237,117.6839012,4.777297397,-0.312281178,0.0037,0.003,0.0044,1216,0.000228328,0,0.000228328,0.000228328,0.010726171,533.33,TRUE
27,324.1234247,145.4462417,4.680360231,-0.312827914,0.0092,0.0122,0.0062,1216,0.000285031,0,0.000285031,0.000285031,0,533.33,TRUE
28,244.1462963,68.38345982,4.743985019,-0.271863812,0.0462,0.0296,0.0628,1216,0.001480522,0,0.001480522,0.001480522,0.011983896,533.33,TRUE
29,313.4211135,136.2188142,4.791732162,-0.324262843,0.0083,0.0094,0.0072,1216,0.00025425,0,0.00025425,0.00025425,0.007624458,533.33,TRUE
30,341.933955,241.9624415,4.692900291,-0.312680144,0.0088,0.0102,0.0074,1216,0.000176877,0,0.000176877,0.000176877,0,533.33,TRUE
31,217.9389504,32.90467546,5.057529084,-0.307005922,0.0078,0.0076,0.008,1216,0.000685844,0,0.000685844,0.000685844,0.006180355,533.33,TRUE
32,346.0745954,408.8103791,4.929968621,-0.308282235,0.0285,0.037,0.02,1216,0.000106362,0,0.000106362,0.000106362,0.003800175,533.33,TRUE
33,349.7244223,445.1480554,4.677511906,-0.313728228,0.0091,0.013,0.0052,1216,0.000138811,0,0.000138811,0.000138811,0.003706497,533.33,TRUE
34,232.6355059,68.65285747,4.710723329,-0.287696665,0.1415,0.0846,0.1984,1216,0.000353727,0,0.000353727,0.000353727,0.014339598,533.33,TRUE
35,365.8249094,57.41982455,4.914527403,-0.30919638,0.0116,0.0136,0.0096,1216,0.000388955,0,0.000388955,0.000388955,0.008395226,533.33,TRUE
36,316.2349236,67.62278476,4.853991941,-0.310283109,0.0056,0.0068,0.0044,1216,0.000123698,0,0.000123698,0.000123698,0.002696241,533.33,TRUE
37,369.7994034,32.38294375,4.593861817,-0.315389847,0.0362,0.039,0.0334,1216,0.000503244,0,0.000503244,0.000503244,0.011703567,533.33,TRUE
38,430.5136937,92.06903864,4.485857079,-0.315937792,0.0316,0.0356,0.0276,1216,0.000373793,0,0.000373793,0.000373793,0.010244593,533.33,TRUE
39,398.7706115,122.9633305,4.574236575,-0.314030833,0.027,0.0288,0.0252,1216,0.000415114,0,0.000415114,0.000415114,0,533.33,TRUE
40,444.1517629,372.8316921,4.705520311,-0.312642682,0.0037,0.005,0.0024,1216,0.000295214,0,0.000295214,0.000295214,0.008081374,533.33,TRUE
41,279.2778656,385.2520447,4.814564021,-0.312636919,0.0124,0.0152,0.0096,1216,0.000105609,0,0.000105609,0.000105609,0.00614866,533.33,TRUE
42,245.1894453,271.1233686,4.654733072,-0.314287319,0.0454,0.0538,0.037,1216,0.000408101,0,0.000408101,0.000408101,0.00507508,533.33,TRUE
43,210.5275592,141.4064319,4.755144559,-0.313277415,0.0079,0.0114,0.0044,1216,0.000252917,0,0.000252917,0.000252917,0.009591754,533.33,TRUE
44,333.8213914,349.9214319,4.868052171,-0.310496391,0.0047,0.0062,0.0032,1216,0.000253595,0,0.000253595,0.000253595,0,533.33,TRUE
45,164.1178542,207.925886,4.762850179,-0.311051171,0.0058,0.0066,0.005,1216,0.000330068,0,0.000330068,0.000330068,0.008225331,533.33,TRUE
46,495.5777852,479.908271,4.674088554,-0.313350551,0.0048,0.0068,0.0028,1216,8.25E-05,0,8.25E-05,8.25E-05,0,533.33,TRUE
47,402.3441929,184.0458724,4.795122038,-0.312251405,0.0101,0.0094,0.0108,1216,8.18E-05,0,8.18E-05,8.18E-05,0.004087297,533.33,TRUE
48,249.5025416,298.2078746,4.70725372,-0.311649801,0.0427,0.0728,0.0126,1216,0.000386168,0,0.000386168,0.000386168,0,533.33,TRUE
49,248.9696411,147.7723071,4.810804908,-0.311131352,0.0131,0.0138,0.0124,1216,0.000168008,0,0.000168008,0.000168008,0.004829707,533.33,TRUE
50,303.0183007,185.0776284,4.879032982,-0.309687713,0.0054,0.0082,0.0026,1216,0.000141337,0,0.000141337,0.000141337,0.014548516,533.33,TRUE
51,381.2692663,454.884859,4.767364003,-0.310939592,0.0118,0.0134,0.0102,1216,0.000102682,0,0.000102682,0.000102682,0,533.33,TRUE
52,163.110013,25.90322176,4.854888715,-0.309597637,0.1016,0.0218,0.1814,1216,0.0012081,0,0.0012081,0.0012081,0.017182588,533.33,TRUE
53,247.762552,370.0720579,4.767790677,-0.31056251,0.0136,0.0142,0.013,1216,0.000112808,0,0.000112808,0.000112808,0.006670723,533.33,TRUE
54,186.5525762,60.57305733,4.821586433,-0.310411116,0.0236,0.0318,0.0154,1216,0.000403202,0,0.000403202,0.000403202,0.008619817,533.33,TRUE
55,223.2570972,309.9334738,4.907505552,-0.309992606,0.0107,0.01,0.0114,1216,0.000124357,0,0.000124357,0.000124357,0.004262313,533.33,TRUE
56,173.4621069,16.93245005,4.455280719,-0.318038039,0.033333333,0.05,0.016666667,1216,0.000325166,0,0.000325166,0.000325166,1,533.33,TRUE
57,246.0609876,2.232684571,4.834732633,-0.310015468,0.0814,0.0804,0.0824,1216,0.004648433,0,0.004648433,0.004648433,0.068999845,533.33,TRUE
58,22.13773125,121.1351842,4.708699272,-0.313667333,0.2468,0.423,0.0706,1216,0.000398318,0,0.000398318,0.000398318,0,533.33,TRUE
59,304.8054219,293.1781324,4.810871385,-0.310236399,0.0314,0.0308,0.032,1216,0.000328465,0,0.000328465,0.000328465,0.004907038,533.33,TRUE
60,138.6052648,390.1835973,4.672400466,-0.31324002,0.0118,0.0136,0.01,1216,0.000116022,0,0.000116022,0.000116022,0,533.33,TRUE
61,172.7224031,355.0335282,4.901574231,-0.309958635,0.0054,0.0082,0.0026,1216,0.000139227,0,0.000139227,0.000139227,0.004370278,533.33,TRUE
62,247.8276951,291.0620445,4.771232643,-0.310993204,0.0149,0.0138,0.016,1216,0.00033244,0,0.00033244,0.00033244,0,533.33,TRUE
63,251.7808832,89.13893419,4.99478672,-0.308453763,0.0209,0.0206,0.0212,1216,0.000176178,0,0.000176178,0.000176178,0.004448238,533.33,TRUE
64,231.6553071,149.212608,4.878916947,-0.310511837,0.0994,0.0622,0.1366,1216,0.000181243,0,0.000181243,0.000181243,0.007638757,533.33,TRUE
65,434.2900964,190.0635248,4.758077417,-0.310515739,0.0173,0.0218,0.0128,1216,0.000202069,0,0.000202069,0.000202069,0,533.33,TRUE
66,311.935351,296.0918104,4.809594109,-0.310924831,0.0228,0.0272,0.0184,1216,0.000218323,0,0.000218323,0.000218323,0.007179902,533.33,TRUE
67,333.7088714,348.8539875,4.892969691,-0.310392002,0.0165,0.0182,0.0148,1216,0.00021664,0,0.00021664,0.00021664,0.005726468,533.33,TRUE
68,291.8298665,199.1654991,4.741289802,-0.311802607,0.0088,0.0098,0.0078,1216,0.000176651,0,0.000176651,0.000176651,0.007554064,533.33,TRUE
69,175.6601913,38.17926972,4.837420845,-0.30965409,0.0071,0.0084,0.0058,1216,0.000209388,0,0.000209388,0.000209388,0.005369687,533.33,TRUE
70,313.7661084,371.7870009,4.708544815,-0.311450259,0.0055,0.007,0.004,1216,0.00010842,0,0.00010842,0.00010842,0,533.33,TRUE
71,369.9715238,146.5040033,4.846313808,-0.310110183,0.2331,0.2362,0.23,1216,0.000327137,0,0.000327137,0.000327137,0.040999136,533.33,TRUE
72,212.4528035,245.1084956,4.874541244,-0.309197433,0.1124,0.0952,0.1296,1216,0.000358969,0,0.000358969,0.000358969,0.006975863,533.33,TRUE
73,245.290256,181.802549,4.874791311,-0.310239085,0.0059,0.0084,0.0034,1216,0.000308319,0,0.000308319,0.000308319,0.006050693,533.33,TRUE
74,183.7708986,241.5355911,4.814364844,-0.311297902,0.0022,0.0028,0.0016,1216,0.000229737,0,0.000229737,0.000229737,0.005265076,533.33,TRUE
75,257.870036,246.5423509,4.768980179,-0.3104269,0.0461,0.0496,0.0426,1216,0.000208935,0,0.000208935,0.000208935,0.007450946,533.33,TRUE
76,135.9817126,105.0476259,4.702014158,-0.312917057,0.0197,0.0232,0.0162,1216,0.000298937,0,0.000298937,0.000298937,0,533.33,TRUE
77,231.1511828,207.0356225,4.806555827,-0.310791231,0.0232,0.0244,0.022,1216,0.000277825,0,0.000277825,0.000277825,0.013144317,533.33,TRUE
78,165.1330924,185.5640729,4.861119186,-0.309552412,0.0213,0.025,0.0176,1216,0.000605996,0,0.000605996,0.000605996,0.01337553,533.33,TRUE
79,200.9551078,27.42084937,4.786049106,-0.311511637,0.0061,0.0082,0.004,1216,0.000233703,0,0.000233703,0.000233703,0.010139951,533.33,TRUE
80,152.7591209,179.856358,5.042749016,-0.307923844,0.0075,0.0034,0.0116,1216,0.00023591,0,0.00023591,0.00023591,0.006654229,533.33,TRUE
81,221.8290375,163.6036556,4.961382372,-0.308813003,0.0052,0.0074,0.003,1216,0.000186167,0,0.000186167,0.000186167,0.01066718,533.33,TRUE
82,213.7068151,172.0837575,4.815062929,-0.311031723,0.007,0.0052,0.0088,1216,0.000160852,0,0.000160852,0.000160852,0.004649442,533.33,TRUE
83,289.698601,88.11284977,4.721440939,-0.29754867,0.4004,0.515,0.2858,1216,0.000237503,0,0.000237503,0.000237503,0,533.33,TRUE
84,251.0181513,214.0532375,4.666014178,-0.313352702,0.0242,0.0228,0.0256,1216,0.000135753,0,0.000135753,0.000135753,0.004829233,533.33,TRUE
85,389.3733256,141.948391,4.745281583,-0.311968381,0.0368,0.0412,0.0324,1216,0.000405378,0,0.000405378,0.000405378,0.004890798,533.33,TRUE
86,187.7955791,193.9821281,4.889884832,-0.309137466,0.005,0.0034,0.0066,1216,0.000324388,0,0.000324388,0.000324388,0.011180456,533.33,TRUE
87,306.281531,141.2462348,4.824428504,-0.309962496,0.0088,0.0104,0.0072,1216,0.000195983,0,0.000195983,0.000195983,0.007924344,533.33,TRUE
88,207.3205002,105.6090606,4.689545562,-0.319180693,0.0062,0.0078,0.0046,1216,0.00049634,0,0.00049634,0.00049634,0,533.33,TRUE
89,196.0338413,243.8639745,4.947929504,-0.308832704,0.0131,0.0126,0.0136,1216,0.000760288,0,0.000760288,0.000760288,0.022288588,533.33,TRUE
90,333.6288447,262.7937262,4.803087658,-0.310234893,0.017,0.025,0.009,1216,0.000440724,0,0.000440724,0.000440724,0.013801321,533.33,TRUE
91,241.1791345,275.5317772,4.893162359,-0.309834434,0.0036,0.0044,0.0028,1216,0.000132393,0,0.000132393,0.000132393,0,533.33,TRUE
92,171.7926043,149.4507035,4.827691242,-0.310369357,0.0128,0.0154,0.0102,1216,0.000221767,0,0.000221767,0.000221767,0.007308497,533.33,TRUE
93,273.6104277,33.55794445,4.910445216,-0.30921829,0.0121,0.0174,0.0068,1216,0.000273258,0,0.000273258,0.000273258,0.005146724,533.33,TRUE
94,208.1981388,326.1876946,4.719670655,-0.312115006,0.0301,0.0446,0.0156,1216,0.000152272,0,0.000152272,0.000152272,0,533.33,TRUE
95,249.7115825,129.7658457,4.802277237,-0.311343986,0.01,0.0104,0.0096,1216,0.000406526,0,0.000406526,0.000406526,0.012912401,533.33,TRUE
96,268.8231041,142.7889927,4.852635592,-0.307195053,0.013,0.0104,0.0156,1216,0.000208536,0,0.000208536,0.000208536,0,533.33,TRUE
97,123.1200449,118.2368536,4.950011325,-0.308708461,0.0144,0.016,0.0128,1216,0.001263719,0,0.001263719,0.001263719,0.00903332,533.33,TRUE
98,381.159616,268.8430758,4.774665437,-0.311294795,0.0177,0.019,0.0164,1216,0.00016779,0,0.00016779,0.00016779,0.00545699,533.33,TRUE
99,289.4021392,245.3435138,4.832440719,-0.310212857,0.0104,0.0122,0.0086,1216,0.000185759,0,0.000185759,0.000185759,0.007972434,533.33,TRUE
100,242.3845506,220.9069809,4.648612124,-0.31432474,0.0063,0.0086,0.004,1216,0.00016868,0,0.00016868,0.00016868,0,533.33,TRUE
101,254.661818,63.94008078,4.844082926,-0.310623549,0.005,0.0062,0.0038,1216,0.000205769,0,0.000205769,0.000205769,0.008014382,533.33,TRUE
102,265.7308566,150.9677821,4.786667255,-0.310931987,0.0573,0.0716,0.043,1216,0.000686354,0,0.000686354,0.000686354,0.011248358,533.33,TRUE
103,242.3151963,264.7004838,4.694671748,-0.312259045,0.0057,0.007,0.0044,1216,0.000155741,0,0.000155741,0.000155741,0,533.33,TRUE
104,240.1646522,240.6595839,4.783874364,-0.312231007,0.0031,0.0052,0.001,1216,0.000281138,0,0.000281138,0.000281138,0.005230962,533.33,TRUE
105,285.1931499,35.41189971,4.883438622,-0.309916909,0.0094,0.009,0.0098,1216,0.000160245,0,0.000160245,0.000160245,0.006770715,533.33,TRUE
106,351.0277587,271.3250045,4.774769355,-0.312705429,0.0064,0.0094,0.0034,1216,0.000285617,0,0.000285617,0.000285617,0.006901559,533.33,TRUE
107,229.5553352,236.5922997,4.98590152,-0.307441695,0.0111,0.0122,0.01,1216,0.000357277,0,0.000357277,0.000357277,0.0079552,533.33,TRUE
108,249.3508281,266.0758316,4.857641816,-0.309368756,0.0066,0.0072,0.006,1216,0.000123142,0,0.000123142,0.000123142,0,533.33,TRUE
109,220.0798914,267.8326979,4.794031521,-0.309823121,0.027,0.0292,0.0248,1216,0.000296289,0,0.000296289,0.000296289,0.005910531,533.33,TRUE
110,272.8037454,193.374533,4.834518609,-0.30953886,0.0056,0.0064,0.0048,1216,0.0002474,0,0.0002474,0.0002474,0.007322255,533.33,TRUE
111,171.2223633,263.9832125,4.899669905,-0.309661961,0.0044,0.0058,0.003,1216,0.000347697,0,0.000347697,0.000347697,0.011709438,533.33,TRUE
112,55.11421321,35.79937791,4.931284377,-0.308280108,0.0109,0.015,0.0068,1216,0.000890828,0,0.000890828,0.000890828,0.0223488,533.33,TRUE
113,315.7368148,69.70489769,4.963733754,-0.308439428,0.0056,0.0062,0.005,1216,0.000208028,0,0.000208028,0.000208028,0.005617539,533.33,TRUE
114,273.5862051,383.2804362,4.884524172,-0.309343219,0.0136,0.013,0.0142,1216,0.000159846,0,0.000159846,0.000159846,0.006775957,533.33,TRUE
115,236.7207496,158.3958781,4.742941645,-0.310977559,0.0046,0.006,0.0032,1216,0.000195635,0,0.000195635,0.000195635,0,533.33,TRUE
116,275.5045657,384.72711,4.931269386,-0.308521,0.0092,0.009,0.0094,1216,0.000177731,0,0.000177731,0.000177731,0.007296409,533.33,TRUE
117,163.782365,193.1993138,4.793036864,-0.310843048,0.0084,0.0098,0.007,1216,0.000660104,0,0.000660104,0.000660104,0.009375746,533.33,TRUE
118,208.0015914,227.8522102,4.737477555,-0.31213785,0.0058,0.008,0.0036,1216,0.000152285,0,0.000152285,0.000152285,0,533.33,TRUE
119,234.4242793,178.3929069,4.792608198,-0.311500615,0.0057,0.0074,0.004,1216,0.000605938,0,0.000605938,0.000605938,0.007397783,533.33,TRUE
120,147.9134119,180.2624784,4.88778771,-0.309547206,0.0081,0.0068,0.0094,1216,0.000198148,0,0.000198148,0.000198148,0.00581893,533.33,TRUE
121,199.6549879,21.17750655,4.847715719,-0.310850981,0.0108,0.0092,0.0124,1216,0.000381457,0,0.000381457,0.000381457,0.004482123,533.33,TRUE
122,228.9038298,341.2186474,4.731482122,-0.311598018,0.0103,0.0164,0.0042,1216,0.000154918,0,0.000154918,0.000154918,0.009841151,533.33,TRUE
123,229.0254035,235.845538,4.820644007,-0.310311786,0.0033,0.0038,0.0028,1216,0.000212946,0,0.000212946,0.000212946,0.005481619,533.33,TRUE
124,271.4093355,231.8766351,4.881318206,-0.309208173,0.0034,0.004,0.0028,1216,0.000149063,0,0.000149063,0.000149063,0.004916212,533.33,TRUE
125,213.5107214,34.85416814,4.977356202,-0.307757613,0.004,0.0054,0.0026,1216,0.000213573,0,0.000213573,0.000213573,0.007817681,533.33,TRUE
126,292.4689543,90.76226838,4.831260532,-0.309300543,0.0191,0.0162,0.022,1216,0.000128207,0,0.000128207,0.000128207,0.004667825,533.33,TRUE
