gates,depth,singlequbit_gates,multiqubit_gates,Input,Ideal_chisquare,Noisy_chisquare,Ideal_hellinger,Noisy_hellinger,Ideal_jensenshannon,Noisy_jensenshannon,Ideal_trace,Noisy_trace,Ideal_fidelity,Noisy_fidelity,Ideal_expectation,Noisy_expectation,Killed_IC,Killed_NC,Killed_IH,Killed_NH,Killed_IJ,Killed_NJ,Killed_IT,Killed_NT,Killed_IF,Killed_NF,Killed_IE,Killed_NE,Input_type,Algorithm,Qubits_number,Operator,Gate,Position,Qubits,Params,Gate_type,Relative_position,Output_type
23,18,13,10,Quratest_0,0,1,0.0173148291587593,0.0389078989020989,0.0173087065025109,0.0388846163742192,0.0,0.0037999758217467,1.0000000000000004,0.984040952867609,0.0120318576794576,0.0182415798205423,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,ae,4,Add,z,6,0,,Single_qubit,pre_middle,Dominant
7,7,3,4,PureState_2,0,1,0.0037777956207246,0.1500566599217294,0.0037777871240413,0.1256853220510631,0.0,0.0120950820021479,0.9999999999999998,0.9621716247348046,0.0180664062500001,0.1020507812500001,False,False,False,False,False,False,False,False,False,False,True,True,PureState,qftentangled,2,Add,cz,1,1,,Multi_qubit,beginning,Diverse
28,15,11,17,Quratest_18,0,1,0.7342320997065491,0.7325319752085884,0.6358155498286682,0.6343780686918006,2.804239155948106e-16,0.0426544498184205,1.0000000000000102,0.9079029361968132,0.0149786883330425,0.0826775616669574,False,False,True,True,True,True,False,True,False,False,True,True,Quratest,qpeexact,6,Add,ch,9,5,,Multi_qubit,pre_middle,Dominant
22,14,9,13,Quratest_8,0,1,0.9102806820557452,0.9044852254040792,0.7721804734712436,0.7696430189957141,0.0,0.0405096881510416,1.0000000000000058,0.915633691572681,0.0101855722017326,0.1040722402982674,False,False,True,True,True,True,False,True,False,False,False,True,Quratest,qpeexact,5,Add,id,0,0,,Single_qubit,beginning,Dominant
42,30,21,21,PureState_13,0,1,0.02767346635674,0.0932485957529134,0.0270308472505805,0.0892811916407704,2.170403342726529e-16,0.0175247492829853,1.0000000000000109,0.952005635590814,0.0106597930223732,0.0023590117723732,False,False,False,False,False,False,False,False,False,False,False,False,PureState,ae,6,Add,ch,36,0,,Multi_qubit,end,Dominant
13,9,7,6,PureState_9,0,1,1.0,1.0,0.8325546111576977,0.8325546111576978,0.0,0.0229670013866792,0.9999999999999992,0.969574514713916,0.0126953124999998,0.0068359374999998,False,False,True,True,True,True,False,False,False,False,True,False,PureState,qpeexact,4,Add,cp,4,3,0.0,Multi_qubit,pre_middle,Dominant
22,13,11,11,PureState_18,0,1,0.0134991107788479,0.290838121126932,0.0134972628876846,0.2446762112788075,0.0,0.0337322609018286,1.0000000000000109,0.9454167128751372,0.0,0.28369140625,False,False,False,True,False,True,False,False,False,False,False,True,PureState,wstate,6,Add,y,6,5,,Single_qubit,pre_middle,Diverse
7,7,3,4,PureState_0,0,1,0.3832173180666145,0.3816855735817945,0.3289740037863375,0.327793349081571,0.25,0.2522875950699683,0.5000000000000001,0.4917157159548755,0.4790039062499999,0.4770507812499999,False,False,True,True,True,True,True,True,True,False,True,True,PureState,qftentangled,2,Replace,t,0,1,,Single_qubit,beginning,Diverse
29,11,18,11,PureState_24,0,1,0.0049049585525022,0.2277384648561012,0.0049035170094999,0.191700700865663,0.0,0.0190123962867816,1.0000000000000098,0.9799530510620936,0.012334982717127,0.1732118922828729,False,False,False,False,False,False,False,False,False,False,True,True,PureState,vqe,6,Add,z,2,2,,Single_qubit,beginning,Dominant
29,11,18,11,Quratest_7,0,1,0.0215433544957326,0.1795873916486159,0.020050392661336,0.1608187735945469,0.0,0.0138333546583972,1.0000000000000115,0.9733350754418392,0.0252928959218673,0.0440430415781326,False,False,False,False,False,False,False,False,False,False,True,True,Quratest,vqe,6,Add,x,23,1,,Single_qubit,end,Dominant
25,13,6,19,PureState_12,0,1,0.0307510073828833,0.0283521842902352,0.0307445518364684,0.0283461600474122,0.0,0.0067708236981164,1.0000000000000115,0.9063999839531958,0.0185546874999999,0.0043945312499999,False,False,False,False,False,False,False,False,False,False,True,False,PureState,qft,6,Add,cz,13,2,,Multi_qubit,middle,Diverse
19,9,12,7,Quratest_14,0,1,0.016207939494544,0.1589894367560021,0.0152136680056322,0.1473269915377556,0.0,0.0077945948630216,0.9999999999999988,0.9812288776508232,0.0208018905728791,0.0402332656771208,False,False,False,False,False,False,False,False,False,False,True,True,Quratest,vqe,4,Add,rxx,5,1,0.0,Multi_qubit,pre_middle,Dominant
22,13,11,11,PureState_5,0,1,0.0129726626428049,0.3032636758106866,0.0117301191487517,0.2556682822445767,8.326672684688674e-17,0.0555515380965323,1.000000000000011,0.9296857000160924,0.0,0.29150390625,False,False,False,True,False,True,False,True,False,False,False,True,PureState,wstate,6,Add,ch,8,4,,Multi_qubit,pre_middle,Diverse
14,9,7,7,PureState_1,0,1,0.1905496738679597,0.3345327584946466,0.1592790007537055,0.2819323282877027,0.0732233047033631,0.1035038972388087,0.9267766952966364,0.8964961027611901,0.0,0.22412109375,False,False,True,True,True,True,True,True,True,False,False,True,PureState,wstate,4,Add,rz,9,0,5.497787143782138,Single_qubit,post_middle,Diverse
18,11,9,9,PureState_0,0,1,0.0076633616868841,0.2820796000077294,0.0065866875032025,0.2369360219475204,1.6653345369377348e-16,0.0271813016720931,1.0000000000000058,0.9641453220771976,2.220446049250313e-16,0.2509765625000002,False,False,False,True,False,True,False,False,False,False,False,True,PureState,wstate,5,Add,ry,1,1,6.283185307179586,Single_qubit,beginning,Diverse
14,9,7,7,Quratest_13,0,1,0.0133820763752115,0.05805174004807,0.0133796183254962,0.0579989379162831,1.8691645453650094e-16,0.0139156759617853,1.0000000000000009,0.9658347120300744,0.0012252219972103,0.0495650657472103,False,False,False,False,False,False,False,False,False,False,False,True,Quratest,wstate,4,Add,ch,10,2,,Multi_qubit,end,Diverse
13,9,7,6,PureState_1,0,1,0.0,0.2351123531749039,0.0,0.1969367110721468,0.0,0.0250674659568653,0.9999999999999996,0.9749325340431304,2.220446049250313e-16,0.2343749999999997,False,False,False,False,False,False,False,False,False,False,False,True,PureState,qpeexact,4,Add,z,0,0,,Single_qubit,beginning,Dominant
42,30,21,21,Quratest_21,0,1,0.029110567604873,0.1042115633703972,0.0274679811783952,0.1021022532140606,2.8102520310824275e-16,0.0178325595264907,1.0000000000000098,0.945670770341326,0.020518861954008,0.0151256692959919,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,ae,6,Add,ch,27,2,,Multi_qubit,post_middle,Dominant
14,8,9,5,PureState_3,0,1,0.0059448654151931,0.0582348658089883,0.0059447591326483,0.0574078712477148,8.912141857830845e-17,0.002888569775825,1.0000000000000004,0.9929016167426992,0.0105353248666234,0.0183478248666234,False,False,False,False,False,False,False,False,False,False,False,False,PureState,vqe,3,Add,h,12,2,,Single_qubit,end,Dominant
9,7,5,4,PureState_3,0,1,0.0,0.2282708939905409,0.0,0.1911399923314377,0.0,0.0272786318324415,1.0,0.9727213681675542,0.0,0.2099609375,False,False,False,False,False,False,False,False,False,False,False,True,PureState,qpeexact,3,Add,cx,6,1,,Multi_qubit,end,Dominant
31,15,7,24,Quratest_1,0,1,0.025695474440582,0.0931841352117104,0.0256831893229692,0.0910581979327594,0.0,0.0458834224908985,1.0000000000000124,0.8538348925448755,0.0033066301033268,0.0081894426033268,False,False,False,False,False,False,False,True,False,False,False,False,Quratest,qftentangled,6,Add,s,21,5,,Single_qubit,post_middle,Diverse
22,13,11,11,Quratest_1,0,1,0.022157149541844,0.0549903551451337,0.0221534485559771,0.0548382804659863,0.0,0.0107389995263397,1.000000000000011,0.9173741523115068,0.0436174662273385,0.0314104349773385,False,False,False,False,False,False,False,False,False,False,True,True,Quratest,wstate,6,Add,cx,14,1,,Multi_qubit,post_middle,Diverse
13,9,4,9,Quratest_14,0,1,0.0135069992084533,0.1027284711693743,0.013505473564285,0.101214548213221,0.0,0.0242433613342616,1.0000000000000018,0.933915377283245,0.0094119867045112,0.0338260492045112,False,False,False,False,False,False,False,False,False,False,False,True,Quratest,qft,4,Add,s,0,3,,Single_qubit,beginning,Diverse
18,11,5,13,Quratest_6,0,1,0.1788068791557447,0.1809431721839506,0.1743956752975606,0.1776506194394293,0.1854190270971257,0.1914353832570102,0.5576546815636498,0.5191504458235027,0.1737017870890688,0.1663775683390688,False,False,True,False,True,False,True,True,True,False,True,True,Quratest,qft,5,Replace,z,0,4,,Single_qubit,beginning,Diverse
42,30,21,21,Quratest_6,0,1,0.0293390672974573,0.162129248027353,0.0287411783896607,0.1551701590762499,0.0,0.0210298811619746,1.000000000000011,0.9502237192210944,0.0125109264071133,0.0109265735928866,False,False,False,False,False,False,False,False,False,False,True,False,Quratest,ae,6,Add,p,12,1,0.0,Single_qubit,pre_middle,Dominant
7,7,3,4,PureState_1,0,1,0.3897425058612315,0.3877235088137488,0.3672458016441642,0.3633615173241987,0.4267766952966368,0.4241899261096919,0.2500000000000001,0.2500655110809653,0.4951171875,0.48583984375,False,False,True,True,True,True,True,True,True,False,True,True,PureState,qftentangled,2,Replace,rzz,1,1,5.497787143782138,Multi_qubit,beginning,Diverse
17,11,5,12,PureState_1,0,1,0.013016389052509,0.1086095637638722,0.0130128573797365,0.0980157864417144,0.0,0.0361181525848259,1.0,0.906845246163974,0.000507164046637,0.001483726546637,False,False,False,False,False,False,False,True,False,False,False,False,PureState,qftentangled,4,Add,cp,11,2,0.0,Multi_qubit,post_middle,Diverse
5,5,2,3,Quratest_1,0,1,0.2710319005614975,0.2376466165750666,0.2594965895584177,0.2292114784375989,0.1397546906127442,0.1461019811569023,0.0874368543922735,0.0907217554332861,0.004036246362953,0.1234051598870469,False,False,True,False,True,False,True,True,True,False,False,True,Quratest,qft,2,Replace,cp,3,0,3.141592653589793,Multi_qubit,end,Diverse
42,30,21,21,PureState_11,0,1,0.0285114951996546,0.0726750835617026,0.027948493356449,0.0715244505894869,2.774913816522978e-16,0.0107601191178951,1.000000000000011,0.9495654393254406,0.0229514343814678,0.0024391906185321,False,False,False,False,False,False,False,False,False,False,True,False,PureState,ae,6,Add,ch,31,2,,Multi_qubit,post_middle,Dominant
25,13,6,19,Quratest_16,0,1,0.0335207001131126,0.0952015341997096,0.0333206419537099,0.0947224907246958,2.924770885551209e-16,0.0381791298455882,1.0000000000000115,0.8810388408623883,0.0005111217011661,0.0195084095488338,False,False,False,False,False,False,False,True,False,False,False,False,Quratest,qft,6,Add,ch,8,3,,Multi_qubit,pre_middle,Diverse
22,14,9,13,PureState_5,0,1,0.2771372568566234,0.3663120120785065,0.2740699459520048,0.3385741871319306,0.3535533905932737,0.3741569717944928,0.500000000000004,0.4704291259455029,0.6861106874365474,0.6573020936865474,False,False,True,True,True,True,True,True,True,False,True,True,PureState,qpeexact,5,Replace,z,0,0,,Single_qubit,beginning,Dominant
18,11,9,9,Quratest_9,0,1,0.251105947540164,0.3076082506884752,0.2477175772651798,0.2933980888583395,0.2973371597677731,0.3097363844763309,0.868827427761554,0.827826571553132,0.0064589692365775,0.0677597807634224,False,False,True,True,True,True,True,True,True,False,False,True,Quratest,wstate,5,Replace,rx,2,2,2.356194490192345,Single_qubit,beginning,Diverse
29,11,18,11,Quratest_29,0,1,0.6659790235845098,0.6004117742587066,0.6081195236024617,0.5539339010392341,0.7184387225338649,0.7071060084911143,0.0010534886184084,0.0061486783846298,0.1182297658118524,0.0967453908118524,False,False,True,True,True,True,True,True,True,True,True,True,Quratest,vqe,6,Add,sx,15,4,,Single_qubit,middle,Dominant
28,15,11,17,PureState_12,0,1,1.0,1.0,0.8325546111576977,0.8325546111576977,0.4999999999999996,0.531272028433503,0.5000000000000085,0.4640294274062898,0.0419921874999998,0.0263671874999998,False,False,True,True,True,True,True,True,True,False,True,False,PureState,qpeexact,6,Remove,h,4,4,,Single_qubit,beginning,Dominant
32,24,17,15,Quratest_1,0,1,0.0184699623823702,0.082430961455177,0.0184521922645097,0.0818561823922369,0.0,0.0115553599991418,1.000000000000004,0.9754292765293208,0.0025100143112269,0.094657954438773,False,False,False,False,False,False,False,False,False,False,False,True,Quratest,ae,5,Add,rz,18,4,0.0,Single_qubit,middle,Dominant
13,9,7,6,PureState_10,0,1,0.0029557927074868,0.1411891116950956,0.0029557769257394,0.1207989681608918,0.0,0.0153354766427562,1.0,0.9698408098276072,0.0117942811865473,0.1988059999365473,False,False,False,False,False,False,False,False,False,False,True,True,PureState,qpeexact,4,Add,z,0,0,,Single_qubit,beginning,Dominant
25,13,6,19,Quratest_16,0,1,0.0271586859604265,0.093170939284282,0.0271241633654479,0.092616841651928,0.0,0.031157880174569,1.000000000000011,0.901592755929579,0.0005111217011661,0.0224380970488338,False,False,False,False,False,False,False,False,False,False,False,False,Quratest,qft,6,Add,rx,16,4,0.0,Single_qubit,post_middle,Diverse
28,15,11,17,PureState_6,0,1,0.0119227328969645,0.1756510700813902,0.011919305370039,0.1543072739745819,1.4876270246037826e-16,0.0322024895946186,1.000000000000011,0.9225701694903088,0.0119322303003398,0.1701966759496601,False,False,False,False,False,False,False,False,False,False,True,True,PureState,qpeexact,6,Add,h,0,0,,Single_qubit,beginning,Dominant
42,30,21,21,PureState_13,0,1,0.0774645368588985,0.0960206057866634,0.0769303935866225,0.0929071034253687,0.0704520188314959,0.0662816835841318,0.0006362331187183,0.0051258805669296,0.0401214569776267,0.0152191132276267,False,False,True,False,True,False,True,True,True,True,True,False,PureState,ae,6,Add,t,21,5,,Single_qubit,middle,Dominant
